L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos
𐍆𐍂e𐌹𐌷𐌰𐌻𐍃,freihals,"freenecked, at_liberty",https://koeblergerhard.de/wikiling/?f=got&page=77,ɸrihals,2,certain,not_reconstructed,"M., n"
𐍆𐍂e𐌹𐌷𐌰𐌻𐍃,freihals,"liberty, freedom",https://koeblergerhard.de/wikiling/?f=got&page=77,ɸrihals,2,certain,not_reconstructed,"M., n"
𐍆𐍂e𐌹𐍃,freis,"free, having_freedom",https://koeblergerhard.de/wikiling/?f=got&page=77,ɸris,19,certain,not_reconstructed,"Adj., a"
𐍆𐍂e𐌹𐌸𐍃,freiþs,"nice, pleasant, dear, beloved, attractive",https://koeblergerhard.de/wikiling/?f=got&page=77,ɸriθs,0,uncertain,word,"Adj., a"
𐍆𐍂𐌹𐌰𐌸𐍅𐌰𐌼𐌹𐌻𐌳𐍃,friaþwamilds,"lovingly_mild, showing_love, affectionately_tender",https://koeblergerhard.de/wikiling/?f=got&page=77,ɸrɪaθwamɪlds,1,certain,form,"Adj., a"
𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐌰,frijaþwa,love,https://koeblergerhard.de/wikiling/?f=got&page=77,ɸrɪjaθwa,85,certain,not_reconstructed,"F., n"
𐍆𐍂𐌹𐌾e𐌹,frijei,freedom,https://koeblergerhard.de/wikiling/?f=got&page=77,ɸrɪji,1,certain,not_reconstructed,"F., n"
𐍆𐍂𐌹𐌾𐍉𐌽,frijōn,"love, cherish, show_affection_for, like_to",https://koeblergerhard.de/wikiling/?f=got&page=77,ɸrɪjon,93,certain,not_reconstructed,"V., v"
𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌹,frijōndi,female_friend,https://koeblergerhard.de/wikiling/?f=got&page=77,ɸrɪjondɪ,1,certain,form,"F., n"
𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐍃,frijōnds,friend,https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪjonds,13,certain,not_reconstructed,"M., n"
𐍆𐍂𐌹𐌾𐍉𐌽𐍃,frijōns,"sign_of_love, kiss",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪjons,2,certain,form,"F., n"
𐍆𐍂𐌹𐌺e𐌹,frikei,"greed, lust, obsession, addiction",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪki,0,uncertain,word,"F., n"
𐍆𐍂𐌹𐌺𐍃,friks,"lustful, greedy, addicted",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪks,0,uncertain,word,"Adj., a"
𐍆𐍂𐌹𐍃𐌰𐌷𐍄𐌾𐌰𐌽,frisahtjan,"depict_with_a_visual_image, form, pattern",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪsahtj,0,uncertain,word,"V., v"
𐍆𐍂𐌹𐍃𐌰𐌷𐍄𐌽𐌰𐌽,frisahtnan,"be_depicted_in_a_visual_image, become_depicted_in_a_visual_image, be_configured,>>>",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪsahtn,0,uncertain,word,"V., v"
𐍆𐍂𐌹𐍃𐌰𐌷𐍄𐍃,frisahts,"visual_image, representation, example, depiction, effigy, visualization, typical>>>",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪsahts,12,certain,not_reconstructed,"F., n"
𐍆𐍂𐌹𐍃𐌺𐍃,frisks,fresh,https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪsks,0,uncertain,word,"Adj., a"
𐍆𐍂𐌹𐌸𐍉𐌽,friþōn,"protect, shelter",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪθon,0,uncertain,word,"V., v"
𐍆𐍂𐌹𐌸𐌿𐍃,friþus,"protection, shelter, peace",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪθus,0,certain,word,"M., n"
𐍆𐍂𐌹𐌿𐍃,frius,"coldness, freezing, frost",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪus,1,certain,form,"N., n"
𐍆𐍂𐌹𐌿𐍃𐌰𐌽,friusan,freeze,https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrɪus,0,uncertain,word,"V., v"
𐍆𐍂𐍉𐌳𐌰𐌱𐌰,frōdaba,intelligently,https://koeblergerhard.de/wikiling/?f=got&page=78,ɸroðaβa,2,certain,not_reconstructed,"Adv., r"
𐍆𐍂𐍉𐌳e𐌹,frōdei,"intellect, intelligence, wisdom",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸroði,9,certain,form,"F., n"
𐍆𐍂𐍉𐌸𐍃,frōþs,"intelligent, wise",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸroθs,10,certain,not_reconstructed,"Adj., a"
𐍆𐍂𐌿𐌼,frum,"beginning, start, inception",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrum,0,uncertain,word,"N., n"
𐍆𐍂𐌿𐌼𐌰,fruma,"first, former, prior",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸruma,18,certain,not_reconstructed,"Adj., Adj., aa"
𐍆𐍂𐌿𐌼𐌰𐌱𐌰𐌿𐍂,frumabaúr,firstborn,https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrumaβɔr,3,certain,not_reconstructed,"M., n"
𐍆𐍂𐌿𐌼𐌰𐌳e𐌹,frumadei,"primacy, preeminence",https://koeblergerhard.de/wikiling/?f=got&page=78,ɸrumaði,1,certain,form,"F., n"
𐍆𐍂𐌿𐌼𐌰𐌸,frumaþ,"forwards, towards_the_front",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumaθ,0,uncertain,word,"Adv., r"
𐍆𐍂𐌿𐌼𐌰𐌸e𐌹𐍃,frumaþeis,"first, prior, prime",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumaθis,0,certain,word,"Adj., a"
𐍆𐍂𐌿𐌼𐌰𐌸𐍃,frumaþs,"first, prior, prime",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumaθs,0,certain,word,"Adj., a"
𐍆𐍂𐌿𐌼𐌰𐌳e𐌹𐍃,frumadeis,"first, prior, prime",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumaðis,0,certain,word,"Adj., a"
𐍆𐍂𐌿𐌼e𐌹,frumei,"beginning, start",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumi,0,certain,word,"F., n"
𐍆𐍂𐌿𐌼𐌹𐍃𐍄,frumist,"firstly, at_first, before_everything, first_of_all",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumɪst,14,certain,not_reconstructed,"Adv., Adj., ra"
𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐌹,frumisti,"outset, beginning, start",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumɪstɪ,3,certain,form,"N., n"
𐍆𐍂𐌿𐌼𐌹𐍃𐍄𐍃,frumists,"foremost, first, of_first_rank",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumɪsts,19,certain,not_reconstructed,"Adj., Adj., aa"
𐍆𐍂𐌿𐌼𐌾𐌰𐌽,frumjan,"support, accomplish",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸrumj,0,certain,word,"V., v"
𐍆𐌿𐌲𐌻𐍃,fugls,"bird, fowl",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸuɣl̥s,6,certain,form,"M., n"
𐍆𐌿𐌻𐌰,fula,"foal, colt",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸula,10,certain,form,"M., n"
𐍆𐌿𐌻c𐌿𐍃,fulcus,people,https://koeblergerhard.de/wikiling/?f=got&page=79,ɸulcus,0,certain,form,"M., n"
𐍆𐌿𐌻𐌲𐌹𐌽𐍃,fulgins,"hidden, concealed, covert, secret",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸulɡɪns,3,certain,form,"Adj., a"
𐍆𐌿𐌻𐌷𐍃𐌽𐌹,fulhsni,"secrecy, concealment",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸulhsnɪ,7,certain,form,"N., n"
𐍆𐌿𐌻𐌺,fulk,"war_people, crowd",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸulk,0,certain,word,"N., n"
𐍆𐌿𐌻𐌻𐌰𐍆𐌰𐌷𐌾𐌰𐌽,fullafahjan,"satisfy, serve, please_fully, cause_to_be_completely_happy, gladden_fully",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸullaɸahj,3,certain,not_reconstructed,"V., v"
𐍆𐌿𐌻𐌻𐌰𐍆𐍂𐌰𐌸𐌾𐌰𐌽,fullafraþjan,"be_of_sound_mind, have_full_command_of_one’s_mental_faculties, be_intellectual_i>>>",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸullaɸraθj,1,certain,form,"V., v"
𐍆𐌿𐌻𐌻𐌰𐍄𐍉𐌾𐌹𐍃,fullatōjis,"perfect, perfectly_wrought",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸullatojɪs,2,certain,not_reconstructed,"Adj., a"
𐍆𐌿𐌻𐌻𐌰𐍅e𐌹𐍃,fullaweis,"mature, thoroughly_instructed, fully_educated, fully_informed, fully_wise",https://koeblergerhard.de/wikiling/?f=got&page=79,ɸullawis,1,certain,form,"Adj., a"
𐍆𐌿𐌻𐌻𐌰𐍅e𐌹𐍃𐌾𐌰𐌽,fullaweisjan,"instruct_thoroughly, indoctrinate_fully, make_fully_informed",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸullawisj,1,certain,form,"V., v"
𐍆𐌿𐌻𐌻𐌰𐍅𐌹𐍄𐌰,fullawita,"complete, perfect",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸullawɪta,3,certain,form,"Adj., M., an"
𐍆𐌿𐌻𐌻e𐌹,fullei,fullness,https://koeblergerhard.de/wikiling/?f=got&page=80,ɸulli,0,uncertain,word,"F., n"
𐍆𐌿𐌻𐌻e𐌹𐌽𐍃,fulleins,"filling, fulfillment",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸullins,0,uncertain,word,"F., n"
𐍆𐌿𐌻𐌻e𐌹𐌸𐍃,fulleiþs,"fullness, plenitude, full_moon",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸulliθs,2,certain,form,"F., n"
𐍆𐌿𐌻𐌻e𐌹𐌸,fulleiþ,"fullness, plenitude, full_moon",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸulliθ,0,certain,form,"F., n"
𐍆𐌿𐌻𐌻𐌹𐌸𐍃,fulliþs,"fullness, plenitude, full_moon",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸullɪθs,0,certain,form,"F., n"
𐍆𐌿𐌻𐌻𐌾𐌰,fullja,"fullness, measure, barrel",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸull̥ja,0,uncertain,word,"M., n"
𐍆𐌿𐌻𐌻𐌾𐌰𐌽,fulljan,"fill, fulfill, overfill",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸull̥j,3,certain,form,"V., v"
𐍆𐌿𐌻𐌻𐌽𐌰𐌽,fullnan,"be_full, become_full, be_filled, become_filled",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸull̥n,5,certain,form,"V., v"
𐍆𐌿𐌻𐌻𐍉,fullō,"fullness, a_fulfilling, fulfillment, filling, completeness, entireness",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸullo,10,certain,not_reconstructed,"F., n"
𐍆𐌿𐌻𐌻𐍃,fulls,"full, filled, complete, completed",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸull̥s,13,certain,not_reconstructed,"Adj., a"
𐍆𐌿𐌻𐍃,fūls,"fetid, foul, decomposed, putrid",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸuls,1,certain,not_reconstructed,"Adj., a"
𐍆𐌿𐌻𐌸,fulþ,field,https://koeblergerhard.de/wikiling/?f=got&page=80,ɸulθ,0,uncertain,word,"F., n"
𐍆𐌿𐌽𐌹𐍃𐌺𐍃,funisks,"fiery, flaming",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸunɪsks,1,certain,form,"Adj., a"
𐍆𐌿𐌽𐍃,funs,"ready, hasty, hurried, brave",https://koeblergerhard.de/wikiling/?f=got&page=80,ɸuns,0,uncertain,word,"Adj., a"
𐍆𐍅𐌽𐌹𐌺𐌹𐍃𐌺𐍃,fwnīkisks,phoenician,https://koeblergerhard.de/wikiling/?f=got&page=80,ɸwnikɪsks,1,certain,form,"Adj., a"
𐌲,g,"g, abbreviation_for_",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡ,2,certain,not_reconstructed,"Buchstabe, r"
𐌲𐌰,ga,"together, along_with",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡa,0,certain,word,"Partikel, V., rv"
𐌲𐌰𐌰𐌲𐌲𐍅e𐌹,gaaggwei,"constraint, compulsion, coercion",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaaɡɡwi,2,certain,not_reconstructed,"F., n"
𐌲𐌰𐌰𐌲𐌲𐍅e𐌹𐌽𐍃,gaaggweins,"constraining, compelling, coercing",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaaɡɡwins,0,certain,word,"F., n"
𐌲𐌰𐌰𐌲𐌲𐍅𐌾𐌰𐌽,gaaggwjan,"oppress, constrain, cramp_completely",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaaɡɡwj,1,certain,form,"V., v"
𐌲𐌰𐌰𐌹𐌲𐌹𐌽𐍉𐌽,gaaiginōn,"appropriate, make_one’s_own",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaɛɣɪnon,21,certain,form,"V., v"
𐌲𐌰𐌰𐌹𐌽𐌰𐌽,gaainan,"isolate, make_solitary",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaɛn,1,certain,form,"V., v"
𐌲𐌰𐌰𐌹𐍃𐍄𐌰𐌽,gaaistan,"reverence, have_regard_for, have_respect_for",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaɛst,1,certain,form,"V., v"
𐌲𐌰𐌰𐌹𐍅𐌹𐍃𐌺𐍉𐌽,gaaiwiskōn,"disgrace, dishonour, abuse, make_ashamed, put_to_shame",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaɛwɪskon,11,certain,form,"V., v"
𐌲𐌰𐌰𐌽𐌳𐌾𐌰𐌽,gaandjan,"stop, cease, conclude",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaandj,1,certain,form,"V., v"
𐌲𐌰𐌰𐍂,gaar,"year, name_of_jrune",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaar,1,certain,not_reconstructed,"N., n"
𐌲𐌰𐌰𐍂𐌱𐌾𐌰,gaarbja,"coheir, coparcener, fellow_heir",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaarbja,1,certain,form,"M., n"
𐌲𐌰𐌰𐍂𐌼𐌰𐌽,gaarman,"have_mercy_on, have_pity_on, show_compassion_towards",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaarm,10,certain,form,"V., v"
𐌲𐌰𐌰𐌿𐌺𐌰𐌽,gaaukan,"increase, wax, abound",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaɔk,1,certain,form,"V., v"
𐌲𐌰𐌱𐌰𐌹𐌳𐌾𐌰𐌽,gabaidjan,"compel, force",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaβɛðj,1,certain,form,"V., v"
𐌲𐌰𐌱𐌰𐌹𐍂𐌰𐌽,gabaíran,"„bring_together“, compare, put_side_by_side_with, give_birth_to",https://koeblergerhard.de/wikiling/?f=got&page=81,ɡaβɛr,27,certain,not_reconstructed,"V., v"
𐌲𐌰𐌱𐌰𐌹𐍂𐌲𐌰𐌽,gabaírgan,"preserve_together, keep_intact_together",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɛrɡ,1,certain,form,"V., v"
𐌲𐌰𐌱𐌰𐌹𐍂𐌷𐍄e𐌹𐌽𐍃,gabaírhteins,"illumination, manifestation, epiphany",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɛrhtins,1,certain,form,"F., n"
𐌲𐌰𐌱𐌰𐌹𐍂𐌷𐍄𐌾𐌰𐌽,gabaírhtjan,"bring_to_light, show_clearly, make_appear, disclose",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɛrhtj,14,certain,not_reconstructed,"V., v"
𐌲𐌰𐌱𐌰𐌽𐌳𐍅𐌾𐌰𐌽,gabandwjan,"make_signs, signify, indicate",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβandwj,2,certain,form,"V., v"
𐌲𐌰𐌱𐌰𐍄𐌽𐌰𐌽,gabatnan,"derive_benefit, benefit, be_benefited, become_benefited, become_better_off,>>>",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβatn,1,certain,form,"V., v"
𐌲𐌰𐌱𐌰𐌿𐌰𐌽,gabáuan,"take_up_residence, lodge, reside, make_a_home",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔ,2,certain,not_reconstructed,"V., v"
𐌲𐌰𐌱𐌰𐌿𐍂,gabaúr,"that_borne_in_tribute, tribute, contribution, tax, moneyoffering",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔr,2,certain,not_reconstructed,"M., n"
𐌲𐌰𐌱𐌰𐌿𐍂,gabaúr,"carousing, revelry, festive_banquet, merrymaking",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔr,2,certain,not_reconstructed,"M., n"
𐌲𐌰𐌱𐌰𐌿𐍂𐌲𐌾𐌰,gabaúrgja,"cocitizen, fellow_townsman",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔrɡja,21,certain,form,"M., n"
𐌲𐌰𐌱𐌰𐌿𐍂𐌾𐌰𐌱𐌰,gabaúrjaba,"pleasurably, gladly, with_pleasure",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔrjaβa,7,certain,not_reconstructed,"Adv., r"
𐌲𐌰𐌱𐌰𐌿𐍂𐌾𐍉,gabaúrjō,"pleasurably, enjoyably",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔrjo,0,certain,word,"Adv., r"
𐌲𐌰𐌱𐌰𐌿𐍂𐌾𐍉𐌽,gabaúrjōn,"be_glad, be_pleased",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔrjon,0,certain,word,"V., v"
𐌲𐌰𐌱𐌰𐌿𐍂𐌾𐍉𐌸𐌿𐍃,gabaúrjōþus,"pleasure, enjoyment",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔrjoθus,1,certain,form,"M., n"
𐌲𐌰𐌱𐌰𐌿𐍂𐌸𐌹𐍅𐌰𐌿𐍂𐌳,gabaúrþiwaurd,"record_of_ancestry, catalogue_of_ancestry, history_of_descent, genealogy",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔrθɪwɔrd,1,certain,form,"N., n"
𐌲𐌰𐌱𐌰𐌿𐍂𐌸𐍃,gabaúrþs,"birth, ethnic_origin, birthplace, descent, race, native_country",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɔrθs,12,certain,form,"F., n"
𐌲𐌰𐌱e𐌹,gabei,"riches, opulence",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβi,14,certain,not_reconstructed,"F., n"
𐌲𐌰𐌱e𐌹𐌳𐌰𐌽,gabeidan,"endure, abide, hold_out_under",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβið,1,certain,form,"V., v"
𐌲𐌰𐌱e𐌹𐍃𐍄𐌾𐌰𐌽,gabeistjan,leaven,https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβistj,1,certain,form,"V., v"
𐌲𐌰𐌱𐌹𐌳𐌾𐌰𐌽,gabidjan,"say_a_prayer, request, pray",https://koeblergerhard.de/wikiling/?f=got&page=82,ɡaβɪðj,1,certain,form,"V., v"
𐌲𐌰𐌱𐌹𐌲𐌰𐌱𐌰,gabigaba,"richly, abundantly",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪɣaβa,1,certain,not_reconstructed,"Adv., r"
𐌲𐌰𐌱𐌹𐌲𐌾𐌰𐌽,gabigjan,"enrich, make_rich",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪɣj,1,certain,form,"V., v"
𐌲𐌰𐌱𐌹𐌲𐌽𐌰𐌽,gabignan,"be_rich, become_rich, be_opulent, become_opulent",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪɣn,2,certain,form,"V., v"
𐌲𐌰𐌱𐌹𐌲𐍃,gabigs,"rich, opulent, wealthy",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪɣs,19,certain,not_reconstructed,"Adj., a"
𐌲𐌰𐌱e𐌹𐌲𐍃,gabeigs,"rich, opulent, wealthy",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβiɣs,0,certain,not_reconstructed,"Adj., a"
𐌲𐌰𐌱𐌹𐌽𐌳𐌰,gabinda,"band, ligament, ligature, bond",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪnda,1,certain,form,"F., n"
𐌲𐌰𐌱𐌹𐌽𐌳𐌰𐌽,gabindan,"bind, bind_fast",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪnd,18,certain,not_reconstructed,"V., v"
𐌲𐌰𐌱𐌹𐌽𐌳𐌹,gabindi,"bond, ligation",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪndɪ,1,certain,not_reconstructed,"F., n"
𐌲𐌰𐌱𐌹𐌿𐌲𐌰𐌽,gabiugan,"bend, curve",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβɪuɣ,1,certain,form,"V., v"
𐌲𐌰𐌱𐌻𐌰𐌿𐌸𐌾𐌰𐌽,gablauþjan,"make_powerless, bring_to_naught, defeat, triumph",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβlɔθj,1,certain,form,"V., v"
𐌲𐌰𐌱𐌻e𐌹𐌸e𐌹𐌽𐍃,gableiþeins,"mercifulness, compassionateness, pity",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβliθins,1,certain,form,"F., n"
𐌲𐌰𐌱𐌻e𐌹𐌸𐌾𐌰𐌽,gableiþjan,"show_kindheartedness_toward, have_mercy_on, take_pity",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβliθj,2,certain,form,"V., v"
𐌲𐌰𐌱𐌻𐌹𐌽𐌳𐌾𐌰𐌽,gablindjan,"make_blind, deprive_of_sight",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβlɪndj,2,certain,form,"V., v"
𐌲𐌰𐌱𐍉𐍄𐌾𐌰𐌽,gabōtjan,"make_good, improve, make_better, repair, restore",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβotj,1,certain,form,"V., v"
𐌲𐌰𐌱𐍂𐌰𐌽𐌽𐌾𐌰𐌽,gabrannjan,"burn, consume_by_fire",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβrann̥j,3,certain,form,"V., v"
𐌲𐌰𐌱𐍂𐌹𐌺𐌰𐌽,gabrikan,"break, fracture, smash, crush",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβrɪk,8,certain,form,"V., v"
𐌲𐌰𐌱𐍂𐌿𐌺𐌰,gabruka,"broken_piece, crumb, fragment",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβruka,6,certain,form,"F., n"
𐌲𐌰𐌱𐌿𐌽𐌳𐌹,gabundi,"bond, tie",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaβundɪ,1,certain,form,"F., n"
𐌲𐌰𐌳𐌰𐌱𐌰𐌽,gadaban,"happen, be_suitable, appertain_to, pertain_properly_to, be_appertinent_to, be_ap>>>",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaðaβ,2,certain,not_reconstructed,"V., v"
𐌲𐌰𐌳𐌰𐌹𐌻𐌰,gadaila,"partner, coparticipant",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaðɛla,7,certain,not_reconstructed,"M., n"
𐌲𐌰𐌳𐌰𐌹𐌻𐌾𐌰𐌽,gadailjan,"divide, partition, allot, apportion, distribute_to",https://koeblergerhard.de/wikiling/?f=got&page=83,ɡaðɛlj,8,certain,form,"V., v"
𐌲𐌰𐌳𐌰𐌿𐌱𐌾𐌰𐌽,gadaubjan,"make_insensitive, be_numb, deaden, harden",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɔβj,2,certain,form,"V., v"
𐌲𐌰𐌳𐌰𐌿𐌺𐌰,gadauka,"housemate, household_companion",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɔka,1,certain,form,"M., n"
𐌲𐌰𐌳𐌰𐌿𐍂𐍃𐌰𐌽,gadaúrsan,"venture, dare, be_brave_enough, be_bold, be_courageous",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɔrs,8,certain,not_reconstructed,"V., v"
𐌲𐌰𐌳𐌰𐌿𐌸𐌾𐌰𐌽,gadauþjan,"put_to_death, kill",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɔθj,1,certain,form,"V., v"
𐌲𐌰𐌳𐌰𐌿𐌸𐌽𐌰𐌽,gadauþnan,"perish, die",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɔθn,27,certain,not_reconstructed,"V., v"
𐌲𐌰𐌳e𐌻𐍄𐌷𐌰,gadeltha,beautiful,https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðeltha,1,certain,not_reconstructed,"Adj., a"
𐌲𐌰𐌳𐌴𐌸𐍃,gadēþs,"deed, making, rendering",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðeθs,1,certain,form,"F., n"
𐌲𐌰𐌳𐌹𐌲𐌰𐌽,gadigan,"knead, form, mould, form_from_clay",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɪɣ,21,certain,form,"V., v"
𐌲𐌰𐌳e𐌹𐌲𐌰𐌽,gadeigan,"knead, form, mould, form_from_clay",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðiɣ,0,certain,form,"V., v"
𐌲𐌰𐌳𐌹𐌲𐌹𐍃,gadigis,"moulded_image, that_which_is_moulded, moulded_figure",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɪɣɪs,1,certain,not_reconstructed,"N., n"
𐌲𐌰𐌳𐌹𐌻𐌹𐌲𐌲𐍃,gadiliggs,cousin,https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɪlɪŋɡs,1,certain,not_reconstructed,"M., n"
𐌲𐌰𐌳𐌹𐌿𐍀𐌾𐌰𐌽,gadiupjan,"make_deep, go_deep, dig_deep, achieve_depth",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðɪupj,1,certain,form,"V., v"
𐌲𐌰𐌳𐍉𐍆𐍃,gadōfs,"appertinent, appropriate, suitable, fitting",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðoɸs,6,certain,form,"Adj., a"
𐌲𐌰𐌳𐍉𐌼𐌾𐌰𐌽,gadōmjan,"deem, judge, adjudge, reckon",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðomj,6,certain,not_reconstructed,"V., v"
𐌲𐌰𐌳𐍂𐌰𐌱𐌰𐌽,gadraban,"chip, hew_out, chisel, chop",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðraβ,1,certain,not_reconstructed,"V., v"
𐌲𐌰𐌳𐍂𐌰𐌲𐌰𐌽,gadragan,"draw_together, amass",https://koeblergerhard.de/wikiling/?f=got&page=84,ɡaðraɣ,1,certain,form,"V., v"
