Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw
ainƕaþaruh,Pron.,jeder von beiden,each one of two,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnhʷaθaruh,ɛnhwaθaruh
ainlif,Num.,elf,eleven,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnlɪf,ɛnlɪf
ains,"Adj., Num.","ein, alleinig, ein einziger, ein gewisser, irgendein, einmal (= ainamma sinþa)","a, an, alone, one, once (= ainamma sinþa), only, single one, someone, anyone",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛns,ɛns
ainshun,Pron.,"irgendein, jeder, niemand (in neg. Sätzen), kein (in neg. Sätzen)","anyone, one, not anyone (in neg. sentences), none (in neg. sentences)",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnshun,ɛnshun
aipiskaupei,F.,Bischofsamt,"bishopric, episcopate, office of a bishop",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪskɔpi,ɛpɪskɔpi
aipiskaupus,M.,Bischof,bishop,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪskɔpus,ɛpɪskɔpus
aipistaule,F.,Brief,"epistle, letter",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪstɔle,ɛpɪstɔle
aipistula,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪstula,ɛpɪstula
air,Adv.,früh,early,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛr,ɛr
airinon,V.,"Gesandter sein (V.), unterhandeln, Bote sein (V.)","be an emissary, be a messenger, negotiate",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrɪnon,ɛrɪnon
airis,"Adv., Adj.","längst, eher, früher",much earlier,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrɪs,ɛrɪs
airiza,M.,Vorfahre,ancestor,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrɪza,ɛrɪza
airknis,Adj.,heilig,,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrknɪs,ɛrknɪs
airkniþa,F.,"Lauterkeit, Echtheit, Reinheit","genuineness, integrity, probity, purity, sincerity, unadulteratedness",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrknɪθa,ɛrknɪθa
airkns,Adj.,heilig,"holy, genuine, pure, sincere, unadulterated",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrkns,ɛrkns
airmans,Adj.,"groß, gewaltig","enormous, huge",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrmans,ɛrmans
airmins,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrmɪns,ɛrmɪns
airþa,F.,"Erde, Land, Erdreich, Erdboden","earth, land (N.)",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθa,ɛrθa
airþakunds,Adj.,"von irdischer Abkunft, von der Erde stammend, irdisch","earth-born, of earthly descent, of earthly origin",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθakunds,ɛrθakunds
airþeins,Adj.,"irdisch, irden","of earth, earthen, earthly",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθins,ɛrθins
airus,M.,"Bote, Gesandtschaft, Abgesandter","emissary, embassy, messenger",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrus,ɛrus
airzei,F.,"Irre, Irrlehre, Irrtum","delusion, error, misleading (N.), heresy",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzi,ɛrzi
airzeis,Adj.,"irre geführt, irre, verführt","deluded, erring, misled, deceived, in error",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzis,ɛrzis
airziþa,F.,"Irrlehre, Irre, Irrtum","deception, deludedness, delusion",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzɪθa,ɛrzɪθa
airzjan,V.,"irreführen, irre machen, verführen, Verführer (= airzjands)","delude, mislead, seducer (= airzjands)",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzjan,ɛrzjan
aiskon,V.,"fragen, fordern","ask, ask for, beg, demand (V.), look for",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛskon,ɛskon
aistan,V.,sich scheuen vor,"have regard for, have respect for, reverence (V.)",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛstan,ɛstan
aiþei,F.,Mutter (F.) (1),mother (F.),https://koeblergerhard.de/wikiling/?f=got&page=11,ɛθi,ɛθi
aiþeis,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛθis,ɛθis
aiþs,M.,Eid,oath,https://koeblergerhard.de/wikiling/?f=got&page=12,ɛθs,ɛθs
aiþþau,Konj.,"oder, wo nicht, sonst, wenigstens","and as an alternative, alternatively, else, on the other hand, or, otherwise",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛθθɔ,ɛθθɔ
aiw,V.,"immer, jederzeit","ever, at any time",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛw,ɛw
aiwaggeli,N.,"Evangelium, frohe Botschaft","evangel, gospel, good tidings",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaɡɡelɪ,ɛwaɡɡelɪ
aiwaggelista,M.,Evangelist,evangelist,https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaɡɡelɪsta,ɛwaɡɡelɪsta
aiwaggeljan,V.,das Evangelium verkünden,"evangelize, spread the gospel",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaɡɡeljan,ɛwaɡɡeljan
aiwaggeljo,F.,"Evangelium, frohe Botschaft","evangel, gospel, good tidings",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaɡɡeljo,ɛwaɡɡeljo
aiweins,Adj.,ewig,"eternal, everlasting",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwins,ɛwins
aiwiski,N.,"Schande, Schmach","shame (N.), disgrace",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwɪskɪ,ɛwɪskɪ
aiwiskon,V.,schändlich handeln,"behave disgracefully, treat shamefully",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwɪskon,ɛwɪskon
aiwisks,Adj.,schändlich,"disgraceful, shameful",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwɪsks,ɛwɪsks
aiwjan,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwjan,ɛwjan
aiwlaugia,M.,"Segen, Spende","blessing (N.), benefaction, charitable contribution, gift (N.), donation",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwlɔɡɪa,ɛwlɔɡɪa
aiws,M.,"Zeit, Ewigkeit","age (N.), eternity, all time",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛws,ɛws
aiwxaristia,F.,"Dank, Danksagung","thanksgiving, prayer of thanksgiving",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwxarɪstɪa,ɛwxarɪstɪa
aiz,N.,"Erz, Erzmünze","brass (N.), bronze (N.), copper (N.), copper coin",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛz,ɛz
aiza,F.,"Scheu, Achtung, Ehre","honour (N.), inhibition, respect (N.)",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛza,ɛza
aizasmiþa,M.,"Erzschmied, Metallarbeiter","coppersmith, worker in bronze",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛzasmɪθa,ɛzasmɪθa
ajukduþs,F.,Ewigkeit,eternity,https://koeblergerhard.de/wikiling/?f=got&page=12,ajukduθs,ajukduθs
ajuks,Adj.,ewig,eternal,https://koeblergerhard.de/wikiling/?f=got&page=12,ajuks,ajuks
ak,Konj.,"sondern (Konj.), aber, geh","but, on the contrary, however, but rather",https://koeblergerhard.de/wikiling/?f=got&page=13,ak,ak
akan,V.,"gehen, fahren, ziehen","drive (V.), go (V.), pull (V.)",https://koeblergerhard.de/wikiling/?f=got&page=13,akan,akan
akei,Konj.,aber,"but, despite this, nevertheless",https://koeblergerhard.de/wikiling/?f=got&page=13,aki,aki
akeit,"M., N.",,,https://koeblergerhard.de/wikiling/?f=got&page=13,akit,akit
aket,"M., N.",Essig,"vinegar, wine vinegar, sour wine",https://koeblergerhard.de/wikiling/?f=got&page=13,aket,aket
akran,N.,"Frucht, Ertrag","fruit, results",https://koeblergerhard.de/wikiling/?f=got&page=13,akran,akran
akranalaus,Adj.,"„kornlos“, „fruchtlos“, unfruchtbar","fruitless, unfruitful, without fruit",https://koeblergerhard.de/wikiling/?f=got&page=13,akranalɔs,akranalɔs
akrs,M.,Acker,"field, open land",https://koeblergerhard.de/wikiling/?f=got&page=13,akrs,akrs
al,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=13,al,al
ala,Adj.,"all, ganz, völlig","all, the entire, the whole",https://koeblergerhard.de/wikiling/?f=got&page=13,ala,ala
alabalstraun,N.,Salbenbüchse (aus Alabaster),alabaster flask,https://koeblergerhard.de/wikiling/?f=got&page=13,alabalstrɔn,alabalstrɔn
alabrunsts,F.,Brandopfer,"burnt offering, entirety burning",https://koeblergerhard.de/wikiling/?f=got&page=13,alabrunsts,alabrunsts
alakjis,Adj.,gesamt,"whole, entire",https://koeblergerhard.de/wikiling/?f=got&page=13,alakjɪs,alakjɪs
alakjo,Adv.,"insgesamt, gesamt, zusammen","all, all inclusively, to a man, all together",https://koeblergerhard.de/wikiling/?f=got&page=13,alakjo,alakjo
alamannans,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=13,alamannans,alamannans
alamans,M.,"Gesamtheit der Menschen, alle Menschen","all humanity, totality of man, entirety of mankind",https://koeblergerhard.de/wikiling/?f=got&page=13,alamans,alamans
alan,V.,"wachsen (V.) (1), sich nähren, aufwachsen","grow on, feed on",https://koeblergerhard.de/wikiling/?f=got&page=13,alan,alan
alaþarba,Adj.,"„alldarbend“, an allem Mangel leidend, ganz arm","thoroughly destitute, totally in need, in complete privation",https://koeblergerhard.de/wikiling/?f=got&page=13,alaθarba,alaθarba
alauds,"M., N.","Allod, Vollgut, Gut",property,https://koeblergerhard.de/wikiling/?f=got&page=13,alɔds,alɔds
albs,M.,"Alb, Dämon","demon, elf",https://koeblergerhard.de/wikiling/?f=got&page=13,albs,albs
alda,Adj.,alt,old,https://koeblergerhard.de/wikiling/?f=got&page=14,alda,alda
aldomo,N.,Alter (N.),old age,https://koeblergerhard.de/wikiling/?f=got&page=14,aldomo,aldomo
aldr,N.,Alter (N.),age (N.),https://koeblergerhard.de/wikiling/?f=got&page=14,aldr,aldr
aldrs,,,,https://koeblergerhard.de/wikiling/?f=got&page=14,aldrs,aldrs
alds,F.,"Menschenalter, Zeit","generation, age (N.), life span, lifetime",https://koeblergerhard.de/wikiling/?f=got&page=14,alds,alds
alduma,"Adj., Adj.",alt,"aged, elderly",https://koeblergerhard.de/wikiling/?f=got&page=14,alduma,alduma
aleina,F.,Elle,"cubit, ell",https://koeblergerhard.de/wikiling/?f=got&page=14,alina,alina
alew,N.,Öl,olive oil,https://koeblergerhard.de/wikiling/?f=got&page=14,alew,alew
alewabagms,M.,Ölbaum,olive tree,https://koeblergerhard.de/wikiling/?f=got&page=14,alewabaɡms,alewabaɡms
alewja,Adj.,Öl-,"of olives, pertaining to olives",https://koeblergerhard.de/wikiling/?f=got&page=14,alewja,alewja
alfs,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=14,alfs,alfs
alh,M.,Gott,god,https://koeblergerhard.de/wikiling/?f=got&page=14,alh,alh
alhs,"F., Sb.","Tempel, Hain?",temple,https://koeblergerhard.de/wikiling/?f=got&page=14,alhs,alhs
ali,Adj.,andere,"another, other",https://koeblergerhard.de/wikiling/?f=got&page=14,alɪ,alɪ
alis,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪs,alɪs
alisa,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪsa,alɪsa
alisi,F.,Erle,alder,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪsɪ,alɪsɪ
alisna,F.,Ahle,"awl, pricker",https://koeblergerhard.de/wikiling/?f=got&page=14,alɪsna,alɪsna
aliso,F.,Erle,alder,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪso,alɪso
aliþs,"V., Adj.",gemästet,fattened,https://koeblergerhard.de/wikiling/?f=got&page=14,alɪθs,alɪθs
aliza,F.,Erle,alder,https://koeblergerhard.de/wikiling/?f=got&page=15,alɪza,alɪza
alja,"Konj., Präp.",außer,"but, else than, except, other than, save (Präp.), unless",https://koeblergerhard.de/wikiling/?f=got&page=15,alja,alja
aljakuns,Adj.,"anderswoher stammend, gegen die Natur, von einem anderen Geschlecht, von fremder>>>","foreign, of different kin, of foreign origin, strange, contrary to nature",https://koeblergerhard.de/wikiling/?f=got&page=15,aljakuns,aljakuns
aljaleiko,Adv.,anders,"otherwise, differently, unorthodoxly",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaliko,aljaliko
aljaleikon,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=15,aljalikon,aljalikon
aljaleikos,"Adv., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=15,aljalikos,aljalikos
aljaleikoþs,"V., Adj.","anders gebildet, allegorisch, bildlich, anders gemeint","allegorical, allegorically portrayed, analogically configured, with a different >>>",https://koeblergerhard.de/wikiling/?f=got&page=15,aljalikoθs,aljalikoθs
aljaleiks,Adj.,andere,"another, other",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaliks,aljaliks
aljan,V.,mästen,"cause to wax fat, fatten",https://koeblergerhard.de/wikiling/?f=got&page=15,aljan,aljan
aljan,N.,Eifer,"avidity, eagerness, zeal",https://koeblergerhard.de/wikiling/?f=got&page=15,aljan,aljan
aljanon,V.,"eifern, eifern für","strive for, manifest zeal for",https://koeblergerhard.de/wikiling/?f=got&page=15,aljanon,aljanon
aljar,Adv.,anderswo,"absent, away from here, elsewhere, somewhere else",https://koeblergerhard.de/wikiling/?f=got&page=15,aljar,aljar
aljaþ,Adv.,anderswohin,"to somewhere else, elsewhither, elsewhere, to another place",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaθ,aljaθ
aljaþro,Adv.,anderswoher,"elsewhence, elsewhere, from elsewhere, somewhere else, somewhere, by another way",https://koeblergerhard.de/wikiling/?f=got&page=15,aljaθro,aljaθro
aljis,Adj.,andere,"another, other",https://koeblergerhard.de/wikiling/?f=got&page=15,aljɪs,aljɪs
allandjis,Adj.,völlig,"complete (Adj.), entire (Adj.), full (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=15,allandjɪs,allandjɪs
allandjo,Adv.,"völlig, vollständig, ganz und gar","completely, wholly",https://koeblergerhard.de/wikiling/?f=got&page=15,allandjo,allandjo
allaþro,Adv.,von allen Seiten,"from all sides, from all directions, from everywhere",https://koeblergerhard.de/wikiling/?f=got&page=15,allaθro,allaθro
allawaurstwa,Adj.,"„allwirkend“, vollkommen","one effectuating everything, one executing all things, person fulfilling everyth>>>",https://koeblergerhard.de/wikiling/?f=got&page=15,allawɔrstwa,allawɔrstwa
allawerei,F.,Redlichkeit,"simplicity, sincerity, wholehearted accord, complete agreeability, total agreeme>>>",https://koeblergerhard.de/wikiling/?f=got&page=15,allaweri,allaweri
allawereis,"Adj., Adj.",redlich,"sincere, completely agreeing, completely agreeable",https://koeblergerhard.de/wikiling/?f=got&page=16,allaweris,allaweris
allawers,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=16,allawers,allawers
allis,"Adv., Konj.","überhaupt, denn","absolutely, in general, at all (in neg. sentences), because, completely, for, in>>>",https://koeblergerhard.de/wikiling/?f=got&page=16,allɪs,allɪs
alls,Adj.,"all, jeder, ganz, viel","all, all of, the entire, every, the whole",https://koeblergerhard.de/wikiling/?f=got&page=16,alls,alls
allswerei,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=16,allsweri,allsweri
alluh,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=16,alluh,alluh
allwaldands,M.,"allmächtig, Allmächtiger, Allwaltender","ruler, all-ruler, almighty",https://koeblergerhard.de/wikiling/?f=got&page=16,allwaldands,allwaldands
alt,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=16,alt,alt
alþan,V.,"altern, alt werden",grow old,https://koeblergerhard.de/wikiling/?f=got&page=16,alθan,alθan
alþeis,Adj.,alt,old,https://koeblergerhard.de/wikiling/?f=got&page=16,alθis,alθis
alþiza,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=16,alθɪza,alθɪza
amals,Adj.,"tapfer, tätig","active, brave",https://koeblergerhard.de/wikiling/?f=got&page=16,amals,amals
amen,Interj.,amen,amen,https://koeblergerhard.de/wikiling/?f=got&page=16,amen,amen
ams,"M., M.",Schulter,shoulder (N.),https://koeblergerhard.de/wikiling/?f=got&page=16,ams,ams
an,Partikel,"denn, nun","so, then, well (Adv.)",https://koeblergerhard.de/wikiling/?f=got&page=16,an,an
ana,"Präp., V., Adv.","darauf, außerdem, an, auf, in, über","on account of, at, during, in, into, on, onto, over, for the sake of, upon",https://koeblergerhard.de/wikiling/?f=got&page=16,ana,ana
ana,M.,"Ahne, Vorfahre",ancestor,https://koeblergerhard.de/wikiling/?f=got&page=16,ana,ana
anaaukan,V.,"hinzufügen zu, fortfahren","add, augment (V.)",https://koeblergerhard.de/wikiling/?f=got&page=16,anaɔkan,anaɔkan
anabiudan,V.,"entbieten, befehlen, anordnen","bid (V.), command (V.), instruct, order (V.)",https://koeblergerhard.de/wikiling/?f=got&page=16,anabɪudan,anabɪwdan
anabusns,F.,"Gebot, Befehl","charge (N.), command (N.), commandment, order (N.), ordinance",https://koeblergerhard.de/wikiling/?f=got&page=16,anabusns,anabusns
anadrigkan,V.,"antrinken, betrinken",get drunk,https://koeblergerhard.de/wikiling/?f=got&page=17,anadrɪɡkan,anadrɪɡkan
anafilh,N.,"„Anvertrautes“, Empfehlung, Überlieferung","act of committing to s.o.’s safekeeping, commendation, recommendation, tradition>>>",https://koeblergerhard.de/wikiling/?f=got&page=17,anafɪlh,anafɪlh
anafilhan,V.,"übergeben (V.), überliefern, verpachten, empfehlen, anempfehlen, geben","commit to for safekeeping, give into the care of, put in the trust of, entrust w>>>",https://koeblergerhard.de/wikiling/?f=got&page=17,anafɪlhan,anafɪlhan
anagaggan,V.,"kommen, künftig sein (V.)","come on, come by, approach (V.)",https://koeblergerhard.de/wikiling/?f=got&page=17,anaɡaɡɡan,anaɡaɡɡan
anahaban,V.,"besitzen, innehaben","take hold of, possess (V.)",https://koeblergerhard.de/wikiling/?f=got&page=17,anahaban,anahaban
anahaimeis,Adj.,"in der Heimat befindlich, daheim, zuhause","at home, present (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=17,anahɛmis,anahɛmis
anahaitan,V.,"anrufen, bitten, schelten","call on, call upon, invoke (V.), reprimand (V.), upbraid, berate, scold (V.)",https://koeblergerhard.de/wikiling/?f=got&page=17,anahɛtan,anahɛtan
anahamon,V.,"die Bekleidung anlegen, anziehen","put on as clothing, don, get dressed",https://koeblergerhard.de/wikiling/?f=got&page=17,anahamon,anahamon
anahaspan,V.,aufhaspeln,"wind up, reel up",https://koeblergerhard.de/wikiling/?f=got&page=17,anahaspan,anahaspan
anahnaiwjan,V.,niederlegen,"lower onto, lay down upon",https://koeblergerhard.de/wikiling/?f=got&page=17,anahnɛwjan,anahnɛwjan
anahneiwan,V.,"sich niederbeugen, sich neigen, sich bücken","bend down to, stoop down to, bow (V.) (1)",https://koeblergerhard.de/wikiling/?f=got&page=17,anahniwan,anahniwan
anaƕeilan,V.,"beruhigen, erquicken","give respite, give a rest period, give repose, set a rest",https://koeblergerhard.de/wikiling/?f=got&page=17,anahʷilan,anahwilan
anainsakan,V.,"auferlegen, hinzufügen","add by argumentation, impose through argumentation, bestow by argumentation, imp>>>",https://koeblergerhard.de/wikiling/?f=got&page=17,anɛnsakan,anɛnsakan
anakaurjan,V.,beschweren,"heap a burden upon, burden with an overload, cause pain",https://koeblergerhard.de/wikiling/?f=got&page=17,anakɔrjan,anakɔrjan
anaks,Adv.,"plötzlich, sogleich","suddenly, all at once",https://koeblergerhard.de/wikiling/?f=got&page=17,anaks,anaks
anakumbjan,V.,"sich niederlegen, zu Tisch legen, lagern","recline at table, lie (V.) (2) down to a meal",https://koeblergerhard.de/wikiling/?f=got&page=17,anakumbjan,anakumbjan
anakunnains,F.,Lesung,"bringing into recognition, bringing into awareness through reading, reading (N.)",https://koeblergerhard.de/wikiling/?f=got&page=17,anakunnɛns,anakunnɛns
anakunnan,V.,lesen (V.) (1),"make acquire knowledge of by reading, teach or learn through reading",https://koeblergerhard.de/wikiling/?f=got&page=17,anakunnan,anakunnan
analageins,F.,Auflegung,"laying on, superimposition",https://koeblergerhard.de/wikiling/?f=got&page=17,analaɡins,analaɡins
analagjan,V.,"„einlegen“, auflegen, beibringen","put on, lay upon, inflict upon",https://koeblergerhard.de/wikiling/?f=got&page=17,analaɡjan,analaɡjan
analatjan,V.,"verhindern, hindern, aufhalten, abhalten","detain, impede, hinder",https://koeblergerhard.de/wikiling/?f=got&page=18,analatjan,analatjan
analaugnei,F.,Verborgenheit,"concealment, secretiveness, secrecy",https://koeblergerhard.de/wikiling/?f=got&page=18,analɔɡni,analɔɡni
analaugniba,Adv.,"im geheimen, heimlich, verborgen","secretly, covertly",https://koeblergerhard.de/wikiling/?f=got&page=18,analɔɡnɪba,analɔɡnɪba
analaugns,Adj.,verborgen,"concealed, secret (Adj.), hidden",https://koeblergerhard.de/wikiling/?f=got&page=18,analɔɡns,analɔɡns
analeiko,Adv.,"auf gleiche Weise, gleichermaßen","likewise, in like manner, in the same way, similarly",https://koeblergerhard.de/wikiling/?f=got&page=18,analiko,analiko
analeiks,Adj.,"„ähnlich“, gleich",similar,https://koeblergerhard.de/wikiling/?f=got&page=18,analiks,analiks
anamahtjan,V.,"vergewaltigen, rauben, kränken, quälen, erpressen, misshandeln, beleidigen, schm>>>","use force on, force (V.), use violence against, treat with violence, do violence>>>",https://koeblergerhard.de/wikiling/?f=got&page=18,anamahtjan,anamahtjan
anamahts,F.,"Übermacht, Misshandlung","coercion, forcing, use of force on, superior force, insult (N.)",https://koeblergerhard.de/wikiling/?f=got&page=18,anamahts,anamahts
