Hun,0+H+∅,0,cnt0,ex0,1,cnt1,ex1,2,cnt2,ex2,3,cnt3,ex3,4,cnt4,ex4,5,cnt5,ex5,6,cnt6,ex6,cnt∑,ex∑,Clen,Vlen,Soundlen,NSE
fut,fut∅,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*u>u³,7,"*kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud, ",*kt>t³,2,"*pukta>fut, *tuktɜ>tat, ",*a>∅²,18,"*ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út, ",-,0,0,-,0,0,-,0,0,45," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud,  *pukta>fut, *tuktɜ>tat,  *ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út,  0 0 0",2,2,4,11.25
fon,fon∅,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*u>o³,9,"*kuδɜ>holnap, *kulɜ>holló, *kuma>homlok, *kumɜ>hó, *kuŋe>hó, *muna>mogyoró, *muśke>mos, *puna>fon, *tulka>toll, ",*n>n³,4,"*ć¨nɜ>csün, *mene>mën, *puna>fon, *sɤne >ín, ",*a>∅²,18,"*ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út, ",-,0,0,-,0,0,-,0,0,49," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *kuδɜ>holnap, *kulɜ>holló, *kuma>homlok, *kumɜ>hó, *kuŋe>hó, *muna>mogyoró, *muśke>mos, *puna>fon, *tulka>toll,  *ć¨nɜ>csün, *mene>mën, *puna>fon, *sɤne >ín,  *ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út,  0 0 0",2,2,4,12.25
fúr,fur∅,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*u>u³,7,"*kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud, ",*r>r³,10,"*ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër, ",*a>∅²,18,"*ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út, ",-,0,0,-,0,0,-,0,0,53," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud,  *ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër,  *ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út,  0 0 0",2,2,4,13.25
fa,fɒ0∅,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*u>ɒ³,7,"*kulke>halad, *kumpa>hab, *kura>harmat, *kurɜ>harántos, *mura>mar, *puwɜ>fa, *tuktɜ>tat, ",*β>0³,2,"*puwɜ>fa, *towɜ>tó, ",*ɜ>∅³,5,"*kumɜ>hó, *ńikɜ>nyű, *puwɜ>fa, *pȣjɜ>fú, *towɜ>tó, ",-,0,0,-,0,0,-,0,0,32," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *kulke>halad, *kumpa>hab, *kura>harmat, *kurɜ>harántos, *mura>mar, *puwɜ>fa, *tuktɜ>tat,  *puwɜ>fa, *towɜ>tó,  *kumɜ>hó, *ńikɜ>nyű, *puwɜ>fa, *pȣjɜ>fú, *towɜ>tó,  0 0 0",2,2,4,8.0
fúj,fuj∅,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*u>u³,7,"*kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud, ",*β>j³,2,"*puwɜ >fúj, *śuwe>száj, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,45," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *kuńa>huny, *kuńće>húgy, *kuńćɜ>húgy, *pukta>fut, *pura>fúr, *puwɜ >fúj, *tumte>tud,  *puwɜ >fúj, *śuwe>száj,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,11.25
fú,fu0∅,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*ȣ>u³,1,"*pȣjɜ>fú, ",*j>0³,2,"*peje>fő, *pȣjɜ>fú, ",*ɜ>∅³,5,"*kumɜ>hó, *ńikɜ>nyű, *puwɜ>fa, *pȣjɜ>fú, *towɜ>tó, ",-,0,0,-,0,0,-,0,0,26," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *pȣjɜ>fú,  *peje>fő, *pȣjɜ>fú,  *kumɜ>hó, *ńikɜ>nyű, *puwɜ>fa, *pȣjɜ>fú, *towɜ>tó,  0 0 0",2,2,4,6.5
fing,finɡ∅,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*ȣ>i³,1,"*pȣnɜ>fing, ",*n>nɡ³,1,"*pȣnɜ>fing, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,38," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *pȣnɜ>fing,  *pȣnɜ>fing,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,9.5
fejsze,fɛjsɛ,*p>f¹,18,"*pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze, ",*¨>ɛ³,2,"*l¨ppɜ>lepke, *p¨jćɜ>fejsze, ",*jt͡ʃʲ>js³,1,"*p¨jćɜ>fejsze, ",*ɜ>ɛ²,2,"*l¨ppɜ>lepke, *p¨jćɜ>fejsze, ",-,0,0,-,0,0,-,0,0,23," *pajɜ>fagyal, *pala>fal, *parɜ>farag, *pälä>fél, *päŋe>fej, *peje>fő, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *piŋe >fogoly, *pukta>fut, *puna>fon, *pura>fúr, *puwɜ>fa, *puwɜ >fúj, *pȣjɜ>fú, *pȣnɜ>fing, *p¨jćɜ>fejsze,  *l¨ppɜ>lepke, *p¨jćɜ>fejsze,  *p¨jćɜ>fejsze,  *l¨ppɜ>lepke, *p¨jćɜ>fejsze,  0 0 0",2,2,4,5.75
év,0ev∅,*s>0¹,6,"*säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj, ",*æ>e¹,1,"*säje>év, ",*j>v³,1,"*säje>év, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,29," *säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj,  *säje>év,  *säje>év,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,7.25
ell,0ɛll∅,*s>0¹,6,"*säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj, ",*æ>ɛ¹,1,"*säle >ell, ",*l>ll³,2,"*kulɜ>holló, *säle >ell, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,30," *säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj,  *säle >ell,  *kulɜ>holló, *säle >ell,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,7.5
ín,0in∅,*s>0¹,6,"*säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj, ",*ɤ>i¹,1,"*sɤne >ín, ",*n>n³,4,"*ć¨nɜ>csün, *mene>mën, *puna>fon, *sɤne >ín, ",*e>∅²,21,"*aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz, ",-,0,0,-,0,0,-,0,0,32," *säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj,  *sɤne >ín,  *ć¨nɜ>csün, *mene>mën, *puna>fon, *sɤne >ín,  *aŋe>aj, *kińe>könny, *kuńće>húgy, *mene>mën, *muśke>mos, *niδe>nyél, *nime>név, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *päŋe>fej, *pele>fél, *säje>év, *säle >ell, *sɤne >ín, *śuwe>száj, *totke>tat, *tumte>tud, *uje>úsz, *waśke>vas, *wete>víz,  0 0 0",2,2,4,8.0
ujj,0ujj∅,*s>0¹,6,"*säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj, ",*o>u¹,1,"*soja>ujj, ",*j>jj³,1,"*soja>ujj, ",*a>∅²,18,"*ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út, ",-,0,0,-,0,0,-,0,0,26," *säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj,  *soja>ujj,  *soja>ujj,  *ala>al, *kaća>hős, *kaδ'a>hagy, *kala>hal, *kama>háml, *kola>hal, *kumpa>hab, *kuńa>huny, *maksa>máj, *mura>mar, *ńoma>nyúl, *pala>fal, *pukta>fut, *puna>fon, *pura>fúr, *soja>ujj, *tulka>toll, *utka>út,  0 0 0",2,2,4,6.5
avat,0ɒvɒt∅,*s>0¹,6,"*säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj, ",*o>ɒ¹,2,"*o>az, *soŋe>avat, ",*ŋ>v³,1,"*soŋe>avat, ",*e>ɒ³,2,"*kulke>halad, *soŋe>avat, ",*0>t³,2,"*kura>harmat, *soŋe>avat, ",-,0,0,-,0,0,13," *säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj,  *o>az, *soŋe>avat,  *soŋe>avat,  *kulke>halad, *soŋe>avat,  *kura>harmat, *soŋe>avat,  0 0",3,2,5,2.6
ujj,0ujj∅,*s>0¹,6,"*säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj, ",*u>u¹,3,"*suδ'ɜ>ujj, *uje>úsz, *utka>út, ",*ðʲ>jj³,1,"*suδ'ɜ>ujj, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,28," *säje>év, *säle >ell, *sɤne >ín, *soja>ujj, *soŋe>avat, *suδ'ɜ>ujj,  *suδ'ɜ>ujj, *uje>úsz, *utka>út,  *suδ'ɜ>ujj,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,7.0
szalag,sɒlɒɡ∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*a>ɒ³,12,"*kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas, ",*l>l³,12,"*ala>al, *elä>él, *kala>hal, *kalɜ>háló, *kola>hal, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *pala>fal, *pälä>fél, *pele>fél, *śalɜ >szalag, ",*ɜ>ɒ³,4,"*kuδɜ>holnap, *pajɜ>fagyal, *parɜ>farag, *śalɜ >szalag, ",*0>ɡ³,4,"*ćorɜ>csorog, *jänte>ideg, *parɜ>farag, *śalɜ >szalag, ",-,0,0,-,0,0,38," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *kaδ'a>hagy, *kala>hal, *kattɜ>hat, *kura>harmat, *lappɜ>lapos, *pajɜ>fagyal, *pala>fal, *parɜ>farag, *śalɜ >szalag, *tappa>tapod, *warɜ>varjú, *waśke>vas,  *ala>al, *elä>él, *kala>hal, *kalɜ>háló, *kola>hal, *ńele>nyel, *ńɤle>nyíl, *ńole>nyal, *pala>fal, *pälä>fél, *pele>fél, *śalɜ >szalag,  *kuδɜ>holnap, *pajɜ>fagyal, *parɜ>farag, *śalɜ >szalag,  *ćorɜ>csorog, *jänte>ideg, *parɜ>farag, *śalɜ >szalag,  0 0",3,2,5,7.6
szürügy,syryɟ∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*a>y³,1,"*śarɜ>szürügy, ",*r>r³,10,"*ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër, ",*ɜ>y³,1,"*śarɜ>szürügy, ",*0>ɟ³,1,"*śarɜ>szürügy, ",-,0,0,-,0,0,19," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *śarɜ>szürügy,  *ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër,  *śarɜ>szürügy,  *śarɜ>szürügy,  0 0",3,2,5,3.8
szër,ser∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*e>e³,5,"*mene>mën, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *śerɜ>szër, ",*r>r³,10,"*ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër, ",*ɜ>∅²,18,"*ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy, ",-,0,0,-,0,0,-,0,0,39," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *mene>mën, *pele>fél, *pesä>fészëk, *piδe >fëlëtt, *śerɜ>szër,  *ćorɜ>csorog, *kurɜ>harántos, *mura>mar, *mȣrɜ>mar, *ńorɜ>nyirok, *parɜ>farag, *perɜ>bőr, *pura>fúr, *śarɜ>szürügy, *śerɜ>szër,  *ć¨nɜ>csün, *ećɜ>es, *ipɜ>íz, *joŋsɜ>íj, *kattɜ>hat, *kintɜ>köd, *kojmɜ>hím, *kuńćɜ>húgy, *kuttɜ>hát, *mȣrɜ>mar, *perɜ>bőr, *puwɜ >fúj, *pȣnɜ>fing, *suδ'ɜ>ujj, *śerɜ>szër, *šurɜ>irt, *tuktɜ>tat, *waδ'kɜ>völgy,  0 0 0",2,2,4,9.75
szív,siv∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*i>i³,2,"*kije>kígyó, *śiδä >szív, ",*ð>v³,1,"*śiδä >szív, ",*æ>∅²,8,"*ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm, ",-,0,0,-,0,0,-,0,0,17," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *kije>kígyó, *śiδä >szív,  *śiδä >szív,  *ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm,  0 0 0",2,2,4,4.25
szëm,sem∅,*ʃʲ>s¹,6,"*śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj, ",*i>e³,5,"*mińä>mëny, *niδe>nyél, *nime>név, *piδe >fëlëtt, *śilmä>szëm, ",*lm>m³,1,"*śilmä>szëm, ",*æ>∅²,8,"*ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm, ",-,0,0,-,0,0,-,0,0,20," *śalɜ >szalag, *śarɜ>szürügy, *śerɜ>szër, *śiδä >szív, *śilmä>szëm, *śuwe>száj,  *mińä>mëny, *niδe>nyél, *nime>név, *piδe >fëlëtt, *śilmä>szëm,  *śilmä>szëm,  *ćiklä>süh, *elä>él, *emä>em, *ićä>ős, *mińä>mëny, *pälä>fél, *śiδä >szív, *śilmä>szëm,  0 0 0",2,2,4,5.0
