got_lemma,Wortart,got_pos,Deutsche Bedeutung,Englische Bedeutung,got_en,link,got_ipa,got_occurences,got_reconstructedness,got_certainty
faírins,Adj.,a,"tadelig, unrecht","violative, transgressive, culpable, reprehensible","violative, transgressive, culpable, reprehensible",https://koeblergerhard.de/wikiling/?f=got&page=63,ɸɛrɪns,,word,uncertain
faírjan,V.,v,"abreisen, weggehen, sich wegbewegen","depart (V.), distance (V.), move (V.) away","depart, distance, move_away",https://koeblergerhard.de/wikiling/?f=got&page=63,ɸɛrjan,1,not reconstructed,certain
faírlaistiþs,"V., Adj.","n,v,a,r","aufspürbar, erforschlich",trackable,trackable,https://koeblergerhard.de/wikiling/?f=got&page=63,ɸɛrlaɪstɪθs,,word,uncertain
faírneis,Adj.,a,alt,"old, over-aged, antiquated, outworn, superannuated, of former times, but no long>>>","old, overaged, antiquated, outworn, superannuated, of_former_times, but_no_long",https://koeblergerhard.de/wikiling/?f=got&page=63,ɸɛrnis,15,form,certain
faírniþa,F.,n,Alter (N.),"overagedness, antiquity","overagedness, antiquity",https://koeblergerhard.de/wikiling/?f=got&page=63,ɸɛrnɪθa,1,form,certain
faírns,Adj.,a,"vorjährig, alt","previous, foregoing, preceding (Adj.)","previous, foregoing, preceding",https://koeblergerhard.de/wikiling/?f=got&page=63,ɸɛrns,2,form,certain
faírra,Adv.,r,"fern, fern von, weg von","afar, far off, remote, at a great distance","afar, far_off, remote, at_a_great_distance",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrra,20,not reconstructed,certain
faírraþrō,Adv.,r,von fern,"from afar, from a great distance, from a long way off","from_afar, from_a_great_distance, from_a_long_way_off",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrraθro,9,not reconstructed,certain
faírrinnan,V.,v,"sich erstrecken, reichen zu","attain, extend, arrive, reach (V.)","attain, extend, arrive, reach",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrrɪnnan,3,form,certain
faírwaúrkjan,V.,v,erwirken,"earn, secure, gain (V.), acquire","earn, secure, gain, acquire",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrwɔrkjan,1,form,certain
faírweit,N.,n,"Hinblick, Aufmerken, Neugier","view (N.), attentiveness, inquisitiveness","view, attentiveness, inquisitiveness",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrwit,,word,uncertain
faírweitan,V.,v,angestrengt sehen,"stare at, view attentively, look engrossedly at, gaze inquisitively at","stare_at, view_attentively, look_engrossedly_at, gaze_inquisitively_at",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrwitan,,word,uncertain
faírweitjan,V.,v,"hinblicken, gaffen, umherspähen, spähen","stare (V.), view attentively, look engrossedly, look about, gaze inquisitively","stare, view_attentively, look_engrossedly, look_about, gaze_inquisitively",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrwitjan,6,not reconstructed,certain
faírweitl,N.,n,Schauspiel,"spectacle, exhibition, theatrical sight","spectacle, exhibition, theatrical_sight",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrwitl,1,not reconstructed,certain
faírzna,F.,n,Ferse,heel,heel,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸɛrzna,1,form,certain
falb,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalb,,word,certain
falda,F.,n,Falte,fold (N.),fold,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalda,,word,uncertain
falka,M.,n,Falke,"falcon, hawk","falcon, hawk",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalka,,word,uncertain
falþ,Adv.,r,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalθ,1,not reconstructed,certain
falþaba,Adv.,r,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalθaβa,,word,uncertain
falþan,V.,v,"falten, zusammenrollen, zusammenlegen","fold (V.), fold up, roll together","fold, fold_up, roll_together",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalθan,1,form,certain
falþei,F.,n,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalθi,,word,uncertain
falþei,F.,n,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalθi,,word,uncertain
falþs,Adj.,a,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalθs,,word,uncertain
falþs,Adj.,a,#NAME?,#NAME?,NAME,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalθs,,word,uncertain
falwiska,F.,n,"Flugasche, Funke","flying ashes, spark (N.)","flying_ashes, spark",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalwɪska,,word,uncertain
falws,Adj.,a,"fahl, falb, gelblich, grau",pale,pale,https://koeblergerhard.de/wikiling/?f=got&page=64,ɸalws,,word,uncertain
fana,M.,n,"Stück Zeug, Zeugstück, Lappen, Tuch, Schweißtuch","piece of cloth, napkin, rag (N.) (1), handkerchief","piece_of_cloth, napkin, rag, handkerchief",https://koeblergerhard.de/wikiling/?f=got&page=64,ɸana,3,form,certain
fani,N.,n,"Schlamm, Kot","mud, clay, mire (N.)","mud, clay, mire",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸanɪ,5,form,certain
fanþja,M.,n,Fußsoldat,foot soldier,foot_soldier,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸanθja,,word,uncertain
fara,F.,n,"Fahrerin, Fahrt","female driver, journey","female_driver, journey",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸara,,word,uncertain
faran,V.,v,"wandern, ziehen, fahren, gehen","pass over, wander, travel (V.), traverse distance","pass_over, wander, travel, traverse_distance",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸaran,1,form,certain
Faraō,M.,n,Pharao,Pharaoh,Pharaoh,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸarao,3,form,certain
Fareisaius,M.,n,Pharisäer (Sg.),pharisee,pharisee,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸarisaɪus,55,not reconstructed,certain
farjan,V.,v,"fahren, schiffen","seafare (V.), go by sea, travel by boat, sail (V.), cruise (V.)","seafare, go_by_sea, travel_by_boat, sail, cruise",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸarjan,2,form,certain
farþa,F.,n,"Fahrt, Reise","voyage (N.), passage, travelling motion","voyage, passage, travelling_motion",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸarθa,,word,uncertain
farþō,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸarθo,,word,uncertain
farþōn,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸarθon,,word,uncertain
farwa,"M., N.","n,v,a,r","Farbe, Aussehen, Gestalt","form (N.), appearance, visible exterior, external shape","form, appearance, visible_exterior, external_shape",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸarwa,1,form,certain
faski,N.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸaskɪ,,form,certain
faskja,"M., N.","n,v,a,r",Binde,bandage (N.),bandage,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸaskja,1,form,certain
faski,"M., N.","n,v,a,r",Binde,bandage (N.),bandage,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸaskɪ,,form,uncertain
fasta,M.,n,Fasten,fast (N.),fast,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸasta,,word,certain
fastan,V.,v,"halten, festhalten, beobachten, bewachen, fasten","hold fast, hold firm, guard (V.), keep in custody, uphold, keep (V.), observe, a>>>","hold_fast, hold_firm, guard, keep_in_custody, uphold, keep, observe, a",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸastan,45,not reconstructed,certain
fasteis,M.,n,Kundiger,expert (M.),expert,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸastis,,word,uncertain
fastnēms,Adj.,a,sparsam,thrifty,thrifty,https://koeblergerhard.de/wikiling/?f=got&page=65,ɸastnems,,word,uncertain
fasts,Adj.,a,fest,"firm (Adj.), fast (Adj.)","firm, fast",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸasts,,word,certain
fastubni,N.,n,"Halten, Dienst, Fasten, Haltung, Gottesdienst","holding fast to, holding (N.), keeping (N.), observance, abstinence, fasting (N.>>>","holding_fast_to, holding, keeping, observance, abstinence, fastingN",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸastuβnɪ,6,form,certain
fata,F.,n,"Umfassung, Kleiderbündel, Fetzen","fat (N.) (2), scrap (N.), rag (N.)","fat, scrap, rag",https://koeblergerhard.de/wikiling/?f=got&page=65,ɸata,,word,certain
faþa,F.,n,"Zaun, Scheidewand","hedge (N.), fence (N.), out-of-doors wall, dividing wall","hedge, fence, outofdoors_wall, dividing_wall",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸaθa,4,form,certain
faþia,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=66,ɸaθɪa,,word,certain
fadia,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=66,ɸaðɪa,,word,certain
faþs,M.,n,"Herr, Führer","lord, master (M.), leader","lord, master, leader",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸaθs,,word,uncertain
faþus,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=66,ɸaθus,,word,uncertain
fadus,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=66,ɸaðus,,word,certain
faúhō,F.,n,"Füchsin, Fuchs (M.) (1)","vixen, she-fox","vixen, shefox",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔho,2,form,certain
faúr,"Präp., Adv., V.","n,v,a,r","vor (zeitl. und räuml.), längs, für, inbetreff, um willen, über","in front, ahead, before, along, beside, alongside, at the edge of, prior to, pre>>>","in_front, ahead, before, along, beside, alongside, at_the_edge_of, prior_to, pre",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔr,7978,not reconstructed,certain
faúra,"Präp., Adv., V.","n,v,a,r","vor (räuml.), vor- (Verbalpräf.), für, vorn, längs, vorher","ahead, before, in front, previously, formerly, once, beforehand, heretofore, hit>>>","ahead, before, in_front, previously, formerly, once, beforehand, heretofore, hit",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔra,63,not reconstructed,certain
faúradaúri,N.,n,"Straße, Gasse","street, ante-portal area, door-front area, fore-court, space before the door, ar>>>","street, anteportal_area, doorfront_area, forecourt, space_before_the_door, ar",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraðɔrɪ,1,form,certain
faúrafilli,N.,n,Vorhaut,"foreskin, prepuce","foreskin, prepuce",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɸɪllɪ,76,not reconstructed,certain
faúragagga,M.,n,"„Vorgänger“, Hausverwalter, Verwalter, Vorsteher","„fore-goer“, house-steward, superintendent, manager","foregoer, housesteward, superintendent, manager",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣaŋɡa,1,form,certain
faúragaggan,V.,v,"vorangehen, vorstehen","go before, precede, go in front of, preside over, govern","go_before, precede, go_in_front_of, preside_over, govern",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣaŋɡan,65,not reconstructed,certain
faúragaggi,N.,n,"Verwaltung, Haushaltung, Vorsteheramt","stewardship, superintendency, management, administration","stewardship, superintendency, management, administration",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣaŋɡɪ,76,not reconstructed,certain
faúragaggja,M.,n,"Verwalter, Vorsteher","steward, superintendent, manager","steward, superintendent, manager",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣaŋɡja,7,not reconstructed,certain
faúragahaitan,V.,v,zuvor verheißen,"promise beforehand, pre-announce as a pledge, foretell","promise_beforehand, preannounce_as_a_pledge, foretell",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣahaɪtan,1,form,certain
faúragahugjan,V.,v,"„vorherdenken“, sich vornehmen","make up one’s mind beforehand, take an attitude beforehand, set forth","make_up_ones_mind_beforehand, take_an_attitude_beforehand, set_forth",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣahuɣjan,1,form,certain
faúragaleikan,V.,v,vorher gefallen (V.),"be pleasing to beforehand, please beforehand, set forth","be_pleasing_to_beforehand, please_beforehand, set_forth",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣalikan,1,form,certain
faúragamanwjan,V.,v,"vorherbereiten, vorher zubereiten","prepare ahead of time, make ready beforehand, finish preparing beforehand","prepare_ahead_of_time, make_ready_beforehand, finish_preparing_beforehand",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣamanwjan,3,form,certain
faúragamēljan,V.,v,"vorherschreiben, verkünden","write before, write beforehand","write_before, write_beforehand",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣameljan,2,form,certain
faúragaraidjan,V.,v,vorherbestimmen?,"enjoin in advance, mandate beforehand, decree beforehand","enjoin_in_advance, mandate_beforehand, decree_beforehand",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣaraɪðjan,1,word,certain
faúragarēdan,V.,v,vorherbestimmen,"purpose in advance, intend beforehand, predetermine","purpose_in_advance, intend_beforehand, predetermine",https://koeblergerhard.de/wikiling/?f=got&page=66,ɸɔraɣareðan,32,form,certain
faúragasandjan,V.,v,"vorausentsenden, voraussenden",send on ahead,send_on_ahead,https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔraɣasandjan,1,form,certain
faúragasatjan,V.,v,"„vorsetzen“, vorstellen, darstellen","set before, present (V.), bring to","set_before, present, bring_to",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔraɣasatjan,1,form,certain
faúragateihan,V.,v,"vorherverkünden, vorhersagen","announce beforehand, know beforehand, tell beforehand","announce_beforehand, know_beforehand, tell_beforehand",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔraɣatihan,2,form,certain
faúrahāh,N.,n,Vorhang,"curtain, veil (N.)","curtain, veil",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrahah,1,not reconstructed,certain
faúrahāhan,V.,v,vorhängen,hang in front,hang_in_front,https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrahahan,,word,uncertain
faúramanwjan,V.,v,vorbereiten,"prepare ahead of time, make ready beforehand","prepare_ahead_of_time, make_ready_beforehand",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔramanwjan,1,form,certain
faúramaþleis,M.,n,"Vorsteher, Gebieter, Sprecher","ruler, prince, chief, head man, governor, official (M.)","ruler, prince, chief, head_man, governor, official",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔramaθlis,10,not reconstructed,certain
faúramaþli,N.,n,"Oberbefehl, Vorsteheramt","high command, governorship","high_command, governorship",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔramaθlɪ,2,form,certain
faúramēljan,V.,v,"vorzeichnen, vormalen, vor Augen malen","depict in front of, delineate before, display publicly","depict_in_front_of, delineate_before, display_publicly",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrameljan,1,form,certain
faúraqiman,V.,v,"vorgehen, vor jemand hergehen","precede s.o., come in advance, come before, go before","precede_so, come_in_advance, come_before, go_before",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrakʷɪman,1,form,certain
fauraqiþan,V.,v,vorhersagen,"tell before, tell beforehand, foretell the future, prophesy","tell_before, tell_beforehand, foretell_the_future, prophesy",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸaurakʷɪθan,98,form,certain
faúrarahnjan,V.,v,übertreffen,"esteem as prior, reckon as foremost, deem preferable, outdo","esteem_as_prior, reckon_as_foremost, deem_preferable, outdo",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrarahnjan,1,form,certain
faúrastandan,V.,v,"dabeistehen, vorstehen","stand in front, stand before, stand by, be a bystander, be at the head of, presi>>>","stand_in_front, stand_before, stand_by, be_a_bystander, be_at_the_head_of, presi",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrastandan,3,form,certain
faúratani,N.,n,Wunderzeichen,"miracle, prophetic wonderwork, magic foretoken, miraculous omen","miracle, prophetic_wonderwork, magic_foretoken, miraculous_omen",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔratanɪ,3,form,certain
faúrawēnjan,V.,v,vorher hoffen,hope beforehand,hope_beforehand,https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrawenjan,21,form,certain
faúrawisan,V.,v,vorhanden sein (V.),"be present, be in evidence, be at hand","be_present, be_in_evidence, be_at_hand",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrawɪsan,2,not reconstructed,certain
faúrbaúhts,F.,n,"Loskauf, Loskaufung, Erlösung","redemption, deliverance through purchase","redemption, deliverance_through_purchase",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrbɔhts,43,form,certain
faúrbigaggan,V.,v,"vorausgehen, vorangehen","go ahead of, precede","go_ahead_of, precede",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrbɪɣaŋɡan,2,form,certain
faúrbisniwan,V.,v,"vorangehen, zuvorkommen","speed on ahead, hasten on before, precede","speed_on_ahead, hasten_on_before, precede",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrbɪsnɪwan,1,form,certain
faúrbiudan,V.,v,"verbieten, gebieten","give orders to, command (V.), forbid","give_orders_to, command, forbid",https://koeblergerhard.de/wikiling/?f=got&page=67,ɸɔrbɪuðan,7,form,certain
faúrbjan,V.,v,"reinigen, putzen, glätten",clean (V.),clean,https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrbjan,,word,uncertain
faúrdammjan,V.,v,"verdämmen, versperren, eindämmen, hindern","dam up, hinder, fence in, block up as with a dam","dam_up, hinder, fence_in, block_up_as_with_a_dam",https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrdammjan,1,form,certain
faúrdōmeins,F.,n,Vorurteil,"prejudgement, prediscrimination, prejudice","prejudgement, prediscrimination, prejudice",https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrdomins,1,form,certain
faúrdōmjan,V.,v,vorher urteilen,"pre-judge (V.), pass judgement beforehand","prejudge, pass_judgement_beforehand",https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrdomjan,,word,uncertain
faúrds,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrds,,word,uncertain
faúrgaggan,V.,v,"vorübergehen, vorbeigehen","pass on by, go past","pass_on_by, go_past",https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrɡaŋɡan,4,form,certain
faúrhāh,N.,n,Vorhang,"curtain, veil (N.)","curtain, veil",https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrhah,1,not reconstructed,certain
faúrhāhan,V.,v,vorhängen,hang before,hang_before,https://koeblergerhard.de/wikiling/?f=got&page=68,ɸɔrhahan,,word,uncertain
